Date,Open,High,Low,Close,Adj Close,Volume
2017-01-23,29.997499,29.997499,29.997499,29.997499,25.951429,0
2017-01-24,29.997499,29.997499,29.997499,29.997499,25.951429,0
2017-01-26,29.897499,29.897499,29.897499,29.897499,25.864918,400
2017-01-27,29.897499,29.897499,29.897499,29.897499,25.864918,0
2017-01-30,28.302500,28.302500,28.302500,28.302500,24.485048,400
2017-01-31,28.302500,28.302500,28.302500,28.302500,24.485048,0
2017-02-01,28.302500,28.302500,28.302500,28.302500,24.485048,0
2017-02-02,28.302500,28.302500,28.302500,28.302500,24.485048,0
2017-02-03,28.160000,28.160000,28.160000,28.160000,24.361767,400
2017-02-06,28.537500,28.537500,28.537500,28.537500,24.688354,400
2017-02-07,27.320000,27.320000,27.320000,27.320000,23.635071,800
2017-02-08,27.320000,27.320000,27.320000,27.320000,23.635071,0
2017-02-09,27.320000,27.320000,27.320000,27.320000,23.635071,0
2017-02-10,27.320000,27.320000,27.320000,27.320000,23.635071,0
2017-02-13,27.475000,27.475000,27.475000,27.475000,23.769165,400
2017-02-14,28.792500,28.792500,28.792500,28.792500,24.908957,1600
2017-02-15,28.792500,28.792500,28.792500,28.792500,24.908957,0
2017-02-16,28.792500,28.792500,28.792500,28.792500,24.908957,0
2017-02-17,28.792500,28.792500,28.792500,28.792500,24.908957,0
2017-02-20,28.792500,28.792500,28.792500,28.792500,24.908957,0
2017-02-21,28.792500,28.792500,28.792500,28.792500,24.908957,0
2017-02-22,28.750000,28.750000,28.750000,28.750000,24.872192,400
2017-02-23,28.750000,28.750000,28.750000,28.750000,24.872192,0
2017-02-24,28.750000,28.750000,28.750000,28.750000,24.872192,0
2017-03-01,28.750000,28.750000,28.750000,28.750000,24.872192,0
2017-03-02,28.750000,28.750000,28.750000,28.750000,24.872192,0
2017-03-03,28.750000,28.750000,28.750000,28.750000,24.872192,0
2017-03-06,29.517500,29.517500,29.517500,29.517500,25.536171,400
2017-03-07,29.264999,29.264999,29.264999,29.264999,25.317724,400
2017-03-08,29.264999,29.264999,29.264999,29.264999,25.577353,0
2017-03-09,29.264999,29.264999,29.264999,29.264999,25.577353,0
2017-03-10,29.264999,29.264999,29.264999,29.264999,25.577353,0
2017-03-13,29.264999,29.264999,29.264999,29.264999,25.577353,0
2017-03-14,29.264999,29.264999,29.264999,29.264999,25.577353,0
2017-03-15,29.264999,29.264999,29.264999,29.264999,25.577353,0
2017-03-16,29.264999,29.264999,29.264999,29.264999,25.577353,0
2017-03-17,29.264999,29.264999,29.264999,29.264999,25.577353,0
2017-03-20,27.542500,27.542500,27.542500,27.542500,24.071901,2400
2017-03-21,27.542500,27.542500,27.542500,27.542500,24.071901,0
2017-03-22,26.420000,26.420000,26.420000,26.420000,23.090851,400
2017-03-23,26.420000,26.420000,26.420000,26.420000,23.090851,0
2017-03-24,26.420000,26.420000,26.420000,26.420000,23.090851,0
2017-03-27,26.420000,26.420000,26.420000,26.420000,23.090851,0
2017-03-28,26.420000,26.420000,26.420000,26.420000,23.090851,0
2017-03-29,26.420000,26.420000,26.420000,26.420000,23.090851,0
2017-03-30,26.420000,26.420000,26.420000,26.420000,23.090851,0
2017-03-31,26.420000,26.420000,26.420000,26.420000,23.090851,0
2017-04-03,26.420000,26.420000,26.420000,26.420000,23.090851,0
2017-04-04,26.420000,26.420000,26.420000,26.420000,23.090851,0
2017-04-05,26.420000,26.420000,26.420000,26.420000,23.090851,0
2017-04-06,26.420000,26.420000,26.420000,26.420000,23.090851,0
2017-04-07,26.420000,26.420000,26.420000,26.420000,23.090851,0
2017-04-10,26.420000,26.420000,26.420000,26.420000,23.090851,0
2017-04-11,26.420000,26.420000,26.420000,26.420000,23.090851,0
2017-04-12,26.420000,26.420000,26.420000,26.420000,23.090851,0
2017-04-13,26.420000,26.420000,26.420000,26.420000,23.090851,0
2017-04-17,26.299999,26.299999,26.299999,26.299999,22.985962,3200
2017-04-18,26.299999,26.299999,26.299999,26.299999,22.985962,0
2017-04-19,26.299999,26.299999,26.299999,26.299999,22.985962,0
2017-04-20,26.299999,26.299999,26.299999,26.299999,22.985962,0
2017-04-24,26.485001,26.485001,26.485001,26.485001,23.147659,2000
2017-04-25,26.485001,26.485001,26.485001,26.485001,23.147659,0
2017-04-26,27.572500,27.572500,27.572500,27.572500,24.098125,400
2017-04-27,27.572500,27.572500,27.572500,27.572500,24.098125,0
2017-04-28,27.572500,27.572500,27.572500,27.572500,24.098125,0
2017-05-02,27.572500,27.572500,27.572500,27.572500,24.098125,0
2017-05-03,27.572500,27.572500,27.572500,27.572500,24.098125,0
2017-05-04,27.572500,27.572500,27.572500,27.572500,24.098125,0
2017-05-05,27.572500,27.572500,27.572500,27.572500,24.098125,0
2017-05-08,27.572500,27.572500,27.572500,27.572500,24.098125,0
2017-05-09,27.572500,27.572500,27.572500,27.572500,24.098125,0
2017-05-10,27.572500,27.572500,27.572500,27.572500,24.098125,0
2017-05-11,27.572500,27.572500,27.572500,27.572500,24.098125,0
2017-05-12,27.572500,27.572500,27.572500,27.572500,24.098125,0
2017-05-15,27.572500,27.572500,27.572500,27.572500,24.098125,0
2017-05-16,27.572500,27.572500,27.572500,27.572500,24.098125,0
2017-05-17,27.572500,27.572500,27.572500,27.572500,24.098125,0
2017-05-18,27.020000,27.112499,27.020000,27.112499,23.696085,2800
2017-05-19,27.112499,27.112499,27.112499,27.112499,23.696085,0
2017-05-22,27.047501,27.047501,27.047501,27.047501,23.639280,800
2017-05-23,27.047501,27.047501,27.047501,27.047501,23.639280,0
2017-05-24,27.047501,27.047501,27.047501,27.047501,23.639280,0
2017-05-25,27.047501,27.047501,27.047501,27.047501,23.639280,0
2017-05-26,27.047501,27.047501,27.047501,27.047501,23.639280,0
2017-05-29,27.047501,27.047501,27.047501,27.047501,23.639280,0
2017-05-30,27.342501,27.342501,27.342501,27.342501,23.897104,16800
2017-05-31,27.000000,27.000000,27.000000,27.000000,23.597765,1600
2017-06-01,27.000000,27.000000,27.000000,27.000000,23.597765,0
2017-06-02,27.000000,27.000000,27.000000,27.000000,23.597765,0
2017-06-05,27.000000,27.000000,27.000000,27.000000,23.597765,0
2017-06-06,27.000000,27.000000,27.000000,27.000000,23.597765,0
2017-06-07,27.000000,27.000000,27.000000,27.000000,23.875828,0
2017-06-08,27.875000,27.875000,27.875000,27.875000,24.649580,400
2017-06-09,27.875000,27.875000,27.875000,27.875000,24.649580,0
2017-06-12,28.615000,28.615000,28.615000,28.615000,25.303957,24400
2017-06-13,28.615000,28.615000,28.615000,28.615000,25.303957,0
2017-06-14,28.615000,28.615000,28.615000,28.615000,25.303957,0
2017-06-15,28.615000,28.615000,28.615000,28.615000,25.303957,0
2017-06-16,28.615000,28.615000,28.615000,28.615000,25.303957,0
2017-06-19,28.615000,28.615000,28.615000,28.615000,25.303957,0
2017-06-20,28.615000,28.615000,28.615000,28.615000,25.303957,0
2017-06-21,28.615000,28.615000,28.615000,28.615000,25.303957,0
2017-06-22,28.615000,28.615000,28.615000,28.615000,25.303957,0
2017-06-23,28.615000,28.615000,28.615000,28.615000,25.303957,0
2017-06-26,28.615000,28.615000,28.615000,28.615000,25.303957,0
2017-06-27,28.615000,28.615000,28.615000,28.615000,25.303957,0
2017-06-28,28.512501,28.512501,28.512501,28.512501,25.213314,10400
2017-06-29,28.875000,28.875000,28.875000,28.875000,25.533871,4000
2017-06-30,28.875000,28.875000,28.875000,28.875000,25.533871,0
2017-07-03,28.875000,28.875000,28.875000,28.875000,25.533871,0
2017-07-04,28.875000,28.875000,28.875000,28.875000,25.533871,0
2017-07-05,28.875000,28.875000,28.875000,28.875000,25.533871,0
2017-07-06,28.875000,28.875000,28.875000,28.875000,25.533871,0
2017-07-07,28.875000,28.875000,28.875000,28.875000,25.533871,0
2017-07-10,28.875000,28.875000,28.875000,28.875000,25.533871,0
2017-07-11,28.875000,28.875000,28.875000,28.875000,25.533871,0
2017-07-12,28.875000,28.875000,28.875000,28.875000,25.533871,0
2017-07-13,28.875000,28.875000,28.875000,28.875000,25.533871,0
2017-07-14,28.875000,28.875000,28.875000,28.875000,25.533871,0
2017-07-17,28.875000,28.875000,28.875000,28.875000,25.533871,0
2017-07-18,28.875000,28.875000,28.875000,28.875000,25.533871,0
2017-07-19,28.875000,28.875000,28.875000,28.875000,25.533871,0
2017-07-20,28.875000,28.875000,28.875000,28.875000,25.533871,0
2017-07-21,28.875000,28.875000,28.875000,28.875000,25.533871,0
2017-07-24,28.875000,28.875000,28.875000,28.875000,25.533871,0
2017-07-25,28.875000,28.875000,28.875000,28.875000,25.533871,0
2017-07-26,28.875000,28.875000,28.875000,28.875000,25.533871,0
2017-07-27,28.875000,28.875000,28.875000,28.875000,25.533871,0
2017-07-28,28.875000,28.875000,28.875000,28.875000,25.533871,0
2017-07-31,28.875000,28.875000,28.875000,28.875000,25.533871,0
2017-08-01,26.962500,26.962500,26.962500,26.962500,23.842667,6000
2017-08-02,27.087500,27.087500,27.087500,27.087500,23.953203,8400
2017-08-03,27.087500,27.087500,27.087500,27.087500,23.953203,0
2017-08-04,27.087500,27.087500,27.087500,27.087500,23.953203,0
2017-08-07,27.087500,27.087500,27.087500,27.087500,23.953203,0
2017-08-08,27.087500,27.087500,27.087500,27.087500,23.953203,0
2017-08-09,27.087500,27.087500,27.087500,27.087500,23.953203,0
2017-08-10,27.087500,27.087500,27.087500,27.087500,23.953203,0
2017-08-11,27.087500,27.087500,27.087500,27.087500,23.953203,0
2017-08-14,27.087500,27.087500,27.087500,27.087500,23.953203,0
2017-08-15,27.087500,27.087500,27.087500,27.087500,23.953203,0
2017-08-16,28.242500,28.242500,28.242500,28.242500,24.974560,400
2017-08-17,28.242500,28.242500,28.242500,28.242500,24.974560,0
2017-08-18,28.242500,28.242500,28.242500,28.242500,24.974560,0
2017-08-21,28.242500,28.242500,28.242500,28.242500,24.974560,0
2017-08-22,28.242500,28.242500,28.242500,28.242500,24.974560,0
2017-08-23,28.242500,28.242500,28.242500,28.242500,24.974560,0
2017-08-24,28.242500,28.242500,28.242500,28.242500,24.974560,0
2017-08-25,28.242500,28.242500,28.242500,28.242500,24.974560,0
2017-08-28,28.242500,28.242500,28.242500,28.242500,24.974560,0
2017-08-29,28.242500,28.242500,28.242500,28.242500,24.974560,0
2017-08-30,28.242500,28.242500,28.242500,28.242500,24.974560,0
2017-08-31,28.242500,28.242500,28.242500,28.242500,24.974560,0
2017-09-01,28.242500,28.242500,28.242500,28.242500,24.974560,0
2017-09-04,28.242500,28.242500,28.242500,28.242500,24.974560,0
2017-09-05,28.702499,28.702499,28.702499,28.702499,25.653545,400
2017-09-06,28.702499,28.702499,28.702499,28.702499,25.653545,0
2017-09-07,28.702499,28.702499,28.702499,28.702499,25.653545,0
2017-09-08,28.702499,28.702499,28.702499,28.702499,25.653545,0
2017-09-11,28.702499,28.702499,28.702499,28.702499,25.653545,0
2017-09-12,28.702499,28.702499,28.702499,28.702499,25.653545,0
2017-09-13,28.702499,28.702499,28.702499,28.702499,25.653545,0
2017-09-14,28.702499,28.702499,28.702499,28.702499,25.653545,0
2017-09-15,28.702499,28.702499,28.702499,28.702499,25.653545,0
2017-09-18,30.355000,30.355000,30.355000,30.355000,27.130508,24800
2017-09-19,30.355000,30.355000,30.355000,30.355000,27.130508,0
2017-09-20,30.355000,30.355000,30.355000,30.355000,27.130508,0
2017-09-21,30.355000,30.355000,30.355000,30.355000,27.130508,0
2017-09-22,30.355000,30.355000,30.355000,30.355000,27.130508,0
2017-09-25,32.009998,32.009998,32.009998,32.009998,28.609703,11600
2017-09-26,32.145000,32.145000,32.145000,32.145000,28.730366,400
2017-09-27,32.145000,32.145000,32.145000,32.145000,28.730366,0
2017-09-28,32.145000,32.145000,32.145000,32.145000,28.730366,0
2017-09-29,32.145000,32.145000,32.145000,32.145000,28.730366,0
2017-10-02,33.334999,33.334999,33.334999,33.334999,29.793959,400
2017-10-03,33.334999,33.334999,33.334999,33.334999,29.793959,0
2017-10-04,33.334999,33.334999,33.334999,33.334999,29.793959,0
2017-10-05,34.455002,34.455002,34.455002,34.455002,30.794987,400
2017-10-06,34.455002,34.455002,34.455002,34.455002,30.794987,0
2017-10-09,35.945000,35.945000,35.945000,35.945000,32.126705,1600
2017-10-10,35.945000,35.945000,35.945000,35.945000,32.126705,0
2017-10-11,35.945000,35.945000,35.945000,35.945000,32.126705,0
2017-10-12,35.945000,35.945000,35.945000,35.945000,32.126705,0
2017-10-13,35.945000,35.945000,35.945000,35.945000,32.126705,0
2017-10-16,36.152500,36.152500,36.152500,36.152500,32.312164,400
2017-10-17,36.152500,36.152500,36.152500,36.152500,32.312164,0
2017-10-18,36.152500,36.152500,36.152500,36.152500,32.312164,0
2017-10-19,36.152500,36.152500,36.152500,36.152500,32.312164,0
2017-10-20,36.152500,36.152500,36.152500,36.152500,32.312164,0
2017-10-23,36.152500,36.152500,36.152500,36.152500,32.312164,0
2017-10-24,36.152500,36.152500,36.152500,36.152500,32.312164,0
2017-10-25,36.152500,36.152500,36.152500,36.152500,32.312164,0
2017-10-26,36.152500,36.152500,36.152500,36.152500,32.312164,0
2017-10-27,36.152500,36.152500,36.152500,36.152500,32.312164,0
2017-10-30,34.744999,35.687500,34.744999,35.687500,31.896566,1200
2017-10-31,35.467499,35.467499,35.467499,35.467499,31.699924,1200
2017-11-01,35.467499,35.467499,35.467499,35.467499,31.699924,0
2017-11-02,35.467499,35.467499,35.467499,35.467499,31.699924,0
2017-11-03,35.467499,35.467499,35.467499,35.467499,31.699924,0
2017-11-06,34.342499,34.342499,34.342499,34.342499,30.694441,400
2017-11-07,34.342499,34.342499,34.342499,34.342499,30.694441,0
2017-11-08,34.342499,34.342499,34.342499,34.342499,30.694441,0
2017-11-09,34.342499,34.342499,34.342499,34.342499,30.694441,0
2017-11-10,34.342499,34.342499,34.342499,34.342499,30.694441,0
2017-11-13,35.837502,35.972500,35.837502,35.972500,32.151291,1600
2017-11-14,35.657501,35.657501,35.657501,35.657501,31.869743,2000
2017-11-15,35.657501,35.657501,35.657501,35.657501,31.869743,0
2017-11-16,35.657501,35.657501,35.657501,35.657501,31.869743,0
2017-11-17,35.955002,35.955002,35.955002,35.955002,32.135647,4800
2017-11-20,35.955002,35.955002,35.955002,35.955002,32.135647,0
2017-11-21,36.687500,36.687500,36.687500,36.687500,32.790329,400
2017-11-22,36.687500,36.687500,36.687500,36.687500,32.790329,0
2017-11-23,36.687500,36.687500,36.687500,36.687500,32.790329,0
2017-11-24,36.687500,36.687500,36.687500,36.687500,32.790329,0
2017-11-27,36.687500,36.687500,36.687500,36.687500,32.790329,0
2017-11-28,35.837502,35.837502,35.837502,35.837502,32.030621,1200
2017-11-29,35.837502,35.837502,35.837502,35.837502,32.030621,0
2017-11-30,35.837502,35.837502,35.837502,35.837502,32.030621,0
2017-12-01,34.849998,34.849998,34.849998,34.849998,31.148024,1200
2017-12-04,35.310001,35.310001,35.310001,35.310001,31.559160,1600
2017-12-05,35.310001,35.310001,35.310001,35.310001,31.559160,0
2017-12-06,35.310001,35.310001,35.310001,35.310001,31.843338,0
2017-12-07,35.310001,35.310001,35.310001,35.310001,31.843338,0
2017-12-08,35.310001,35.310001,35.310001,35.310001,31.843338,0
2017-12-11,34.270000,34.270000,34.270000,34.270000,30.905445,11200
2017-12-12,34.715000,34.715000,34.715000,34.715000,31.306751,800
2017-12-13,34.715000,34.715000,34.715000,34.715000,31.306751,0
2017-12-14,34.715000,34.715000,34.715000,34.715000,31.306751,0
2017-12-15,34.174999,34.174999,33.884998,33.884998,30.558239,800
2017-12-18,34.750000,34.750000,34.750000,34.750000,31.338320,400
2017-12-19,35.224998,35.224998,35.224998,35.224998,31.766684,400
2017-12-20,35.224998,35.224998,35.224998,35.224998,31.766684,0
2017-12-21,35.224998,35.224998,35.224998,35.224998,31.766684,0
2017-12-22,35.224998,35.224998,35.224998,35.224998,31.766684,0
2017-12-25,35.224998,35.224998,35.224998,35.224998,31.766684,0
2017-12-26,35.224998,35.224998,35.224998,35.224998,31.766684,0
2017-12-27,35.224998,35.224998,35.224998,35.224998,31.766684,0
2017-12-28,34.174999,34.174999,34.174999,34.174999,30.819771,800
2017-12-29,34.174999,34.174999,34.174999,34.174999,30.819771,0
2018-01-02,34.174999,34.174999,34.174999,34.174999,30.819771,0
2018-01-03,34.174999,34.174999,34.174999,34.174999,30.819771,0
2018-01-04,35.549999,35.654999,35.549999,35.654999,32.154465,1600
2018-01-05,35.474998,35.474998,35.474998,35.474998,31.992140,800
2018-01-08,36.132500,36.132500,36.125000,36.125000,32.578323,800
2018-01-09,36.067501,36.067501,36.067501,36.067501,32.526466,400
2018-01-10,35.625000,35.625000,35.625000,35.625000,32.127411,400
2018-01-11,35.549999,35.549999,35.549999,35.549999,32.059772,400
2018-01-12,35.299999,35.299999,35.299999,35.299999,31.834318,400
2018-01-15,35.299999,35.299999,35.299999,35.299999,31.834318,0
2018-01-16,36.275002,36.275002,35.904999,35.904999,32.379921,1600
2018-01-17,35.904999,35.904999,35.904999,35.904999,32.379921,0
2018-01-18,35.904999,35.904999,35.904999,35.904999,32.379921,0
2018-01-19,34.607498,34.607498,34.607498,34.607498,31.209805,400
2018-01-22,34.825001,34.825001,34.807499,34.807499,31.390173,800
2018-01-23,34.807499,34.807499,34.807499,34.807499,31.390173,0
2018-01-24,35.200001,35.200001,34.945000,34.945000,31.514172,800
2018-01-25,34.945000,34.945000,34.945000,34.945000,31.514172,0
2018-01-26,34.125000,34.172501,34.125000,34.172501,30.817518,800
2018-01-29,34.195000,34.195000,34.195000,34.195000,30.837811,400
2018-01-30,33.985001,34.107498,33.985001,34.107498,30.758900,800
2018-01-31,33.924999,33.924999,33.924999,33.924999,30.594315,400
2018-02-01,33.700001,33.700001,33.700001,33.700001,30.391401,400
2018-02-02,33.700001,33.700001,33.700001,33.700001,30.391401,0
2018-02-05,33.349998,33.349998,33.349998,33.349998,30.075762,400
2018-02-06,33.482498,33.482498,33.482498,33.482498,30.195257,400
2018-02-07,33.482498,33.482498,33.482498,33.482498,30.195257,0
2018-02-08,34.250000,34.250000,34.250000,34.250000,30.887405,400
2018-02-09,33.752499,33.752499,33.752499,33.752499,30.438751,400
2018-02-14,33.787498,33.799999,33.770000,33.770000,30.454538,38400
2018-02-15,33.770000,33.770000,33.770000,33.770000,30.454538,0
2018-02-16,33.314999,33.314999,33.314999,33.314999,30.044199,400
2018-02-19,33.314999,33.314999,33.314999,33.314999,30.044199,0
2018-02-20,33.279999,33.427502,33.279999,33.427502,30.145664,2000
2018-02-21,33.680000,33.709999,33.680000,33.709999,30.400417,800
2018-02-22,33.709999,33.709999,33.709999,33.709999,30.400417,0
2018-02-23,33.709999,33.709999,33.709999,33.709999,30.400417,0
2018-02-26,33.500000,33.560001,33.500000,33.500000,30.211046,41200
2018-02-27,32.939999,32.939999,32.939999,32.939999,29.706020,1600
2018-02-28,32.939999,32.939999,32.939999,32.939999,29.706020,0
2018-03-01,30.875000,30.875000,30.875000,30.875000,27.843758,400
2018-03-02,30.875000,30.875000,30.875000,30.875000,27.843758,0
2018-03-05,30.722500,30.722500,30.722500,30.722500,27.706228,2000
2018-03-06,30.722500,30.722500,30.722500,30.722500,27.706228,0
2018-03-07,30.722500,30.722500,30.722500,30.722500,27.991392,0
2018-03-08,30.722500,30.722500,30.722500,30.722500,27.991392,0
2018-03-09,30.722500,30.722500,30.722500,30.722500,27.991392,0
2018-03-12,31.110001,31.120001,30.687500,30.687500,27.959505,4000
2018-03-13,30.687500,30.687500,30.687500,30.687500,27.959505,0
2018-03-14,30.747499,30.747499,30.747499,30.747499,28.014170,2000
2018-03-15,31.280001,31.379999,31.280001,31.287500,28.506170,4800
2018-03-16,31.287500,31.287500,31.287500,31.287500,28.506170,0
2018-03-19,31.287500,31.287500,31.287500,31.287500,28.506170,0
2018-03-20,31.287500,31.287500,31.287500,31.287500,28.506170,0
2018-03-21,30.977501,30.977501,30.977501,30.977501,28.223726,2000
2018-03-22,30.977501,30.977501,30.977501,30.977501,28.223726,0
2018-03-23,29.167500,29.167500,29.167500,29.167500,26.574627,1200
2018-03-26,29.762501,29.762501,29.762501,29.762501,27.116735,400
2018-03-27,29.500000,29.500000,29.500000,29.500000,26.877569,800
2018-03-28,29.942499,29.942499,29.942499,29.942499,27.280731,800
2018-03-29,29.942499,29.942499,29.942499,29.942499,27.280731,0
2018-04-02,29.942499,29.942499,29.942499,29.942499,27.280731,0
2018-04-03,30.235001,30.577499,30.235001,30.577499,27.859283,1600
2018-04-04,30.577499,30.577499,30.577499,30.577499,27.859283,0
2018-04-05,30.577499,30.577499,30.577499,30.577499,27.859283,0
2018-04-06,30.577499,30.577499,30.577499,30.577499,27.859283,0
2018-04-09,32.447498,32.500000,32.447498,32.500000,29.610880,5200
2018-04-10,33.500000,33.500000,33.500000,33.500000,30.521992,4000
2018-04-11,32.707500,32.707500,32.707500,32.707500,29.799931,400
2018-04-12,32.707500,32.707500,32.707500,32.707500,29.799931,0
2018-04-13,32.707500,32.707500,32.707500,32.707500,29.799931,0
2018-04-16,33.497501,33.497501,33.497501,33.497501,30.519707,3200
2018-04-17,33.497501,33.497501,33.497501,33.497501,30.519707,0
2018-04-18,33.497501,33.497501,33.497501,33.497501,30.519707,0
2018-04-19,33.497501,33.497501,33.497501,33.497501,30.519707,0
2018-04-20,33.497501,33.497501,33.497501,33.497501,30.519707,0
2018-04-23,32.407501,32.407501,32.407501,32.407501,29.526604,5600
2018-04-24,32.407501,32.407501,32.407501,32.407501,29.526604,0
2018-04-25,32.250000,33.564999,32.250000,33.564999,30.581205,3200
2018-04-26,33.564999,33.564999,33.564999,33.564999,30.581205,0
2018-04-27,32.482498,32.482498,32.482498,32.482498,29.594936,2800
2018-04-30,32.627499,32.627499,32.627499,32.627499,29.727045,2800
2018-05-02,32.632500,32.632500,32.632500,32.632500,29.731600,400
2018-05-03,32.632500,32.632500,32.632500,32.632500,29.731600,0
2018-05-04,32.632500,32.632500,32.632500,32.632500,29.731600,0
2018-05-07,32.119999,32.244999,32.119999,32.244999,29.378548,20800
2018-05-08,32.244999,32.244999,32.244999,32.244999,29.378548,0
2018-05-09,32.244999,32.244999,32.244999,32.244999,29.378548,0
2018-05-10,32.244999,32.244999,32.244999,32.244999,29.378548,0
2018-05-11,33.349998,33.349998,33.349998,33.349998,30.385317,400
2018-05-14,33.310001,33.310001,33.310001,33.310001,30.348875,400
2018-05-15,33.310001,33.310001,33.310001,33.310001,30.348875,0
2018-05-16,33.310001,33.310001,33.310001,33.310001,30.348875,0
2018-05-17,33.310001,33.310001,33.310001,33.310001,30.348875,0
2018-05-18,35.224998,35.224998,35.224998,35.224998,32.093639,400
2018-05-21,35.090000,35.090000,35.090000,35.090000,31.970634,2000
2018-05-22,35.090000,35.090000,35.090000,35.090000,31.970634,0
2018-05-23,35.090000,35.090000,35.090000,35.090000,31.970634,0
2018-05-24,35.090000,35.090000,35.090000,35.090000,31.970634,0
2018-05-25,35.090000,35.090000,35.090000,35.090000,31.970634,0
2018-05-28,35.090000,35.090000,35.090000,35.090000,31.970634,0
2018-05-29,34.932499,34.932499,34.932499,34.932499,31.827141,5600
2018-05-30,34.932499,34.932499,34.932499,34.932499,31.827141,0
2018-06-01,40.217499,40.217499,40.217499,40.217499,36.642330,800
2018-06-04,40.917500,40.917500,40.917500,40.917500,37.280098,10000
2018-06-05,40.917500,40.917500,40.917500,40.917500,37.280098,0
2018-06-06,40.917500,40.917500,40.917500,40.917500,37.609642,0
2018-06-07,42.687500,42.687500,42.687500,42.687500,39.236553,800
